name,city,state,identifier,rating,address,latitude,longitude,material,designer,builder,opened,hours,size,notes,info,helmet,lights,photo_cred,photo_url,video_url,num_pics,obstacles
poindexter skatepark,moorpark,california,moorpark,,"500 Poindexter Ave Moorepark, CA 93021",34.2846866,-118.8885562,concrete,community works,california skateparks,2009,,,,,,,,,,,
lamorinda skatepark,moraga,california,moraga,,"1799 St Mary's Road Moraga, CA 94556",37.849099,-122.108345,prefabricated ramps,,,,,,,This skatepark costs money to skate and requires a helmet/pads,,,,,,,
moreno valley skatepark,moreno valley,california,moreno valley,,"W St & Sixth St Moreno Valley, CA 92551",33.89697,-117.2477621,concrete,,,,,,,,,,,,,,
morgan hill skatepark,morgan hill,california,morgan hill,,171 E Edmundson Avenue Morgan Hill California 95037,37.1155699,-121.6406816,concrete,site design,california skateparks,,,12000,,This skatepark requires a helmet/pads to skate and has designated sessions for BMX/scooters,,,,,,,
rockies skatepark,morro bay,california,morro bay,,"231 Atascadero Rd Morro Bay, CA 93442",35.3800562,-120.8573554,concrete,,,,,,,,,,,,,,
shastice park,mount shasta,california,mount shasta,4,"800 Rockfellow Dr Mt Shasta, CA 96067",41.3197703,-122.3020695,concrete,wally hollyday,wally hollyday,,,11000,,,,,,,,6,"bowl, bank to wall, quarteripes, rails, ledges, pole jam, rock gap, banks, metal coping, pool coping"
mires's skatepark,mountain view,california,mountain view,,S Rengstorff Avenue & Central Expy,37.4031513,-122.0973353,concrete,,,,,,,,,,,,,,
cal oaks skatepark,murietta,california,murietta,,"40606 California Oaks Rd Murrieta, CA 92562",33.5745428,-117.201584,concrete,,,2008 revamp,,,,,,,,,,,
,murrieta,california,murrieta,,"California Oaks Rd & Lincoln Ave Murrieta, CA 92562",33.5750847,-117.2013654,concrete,purkiss rose,california skateparks,,,7500,,,,,,,,,
napa rip zone skatepark,napa,california,napa,,"Pearl St & West St Napa, CA 94558",38.301044,-122.2857606,concrete,,,1995,,8000,,,,,,,,,
kennedy park,napa,california,napa2,4,"2295 Streblow Dr Napa, CA 94558",38.2674904,-122.2767049,concrete,california skateparks,california skateparks,2015,,30000,,,,,,,,6,"rails, ledges, bowls, quarterpipes, spine, stairs, metal coping, pool coping"
needles skatepark,needles,california,needles2,3,"1183 Filip Mendez Pkwy Needles, CA 92363",34.8362987,-114.6126524,concrete,california skateparks,california skateparks,,,10000,,,,,,,,,
newbury park skatepark,newbury park,california,newbury park,2,"190 North Reino Road Newbury Park, CA 91320",34.1808736,-118.9516915,concrete,,,2009,,9000,,,,,,,,,
north hollywood skate plaza,north hollywood,california,north hollywood,,"11430 Chandler Boulevard Los Angeles, CA 91601",34.1674451,-118.3803567,concrete,,california skateparks,2010,Dawn - Dusk,150000,,,,,,,,,
doyle skatepark,norwalk,california,norwalk,2,"12200 Sproul St Norwalk, CA 90650",33.9087169,-118.0721722,prefabricated ramps,,,,,,,,,,,,,,
novato skatepark,novato,california,novato,,"1200 N Hamilton Pkwy Novato, CA 94949",38.06121,-122.5286807,concrete,,wormhoudt inc.,2002,10am - Dusk,15000,,,,,,,,,
boys & girls club skatepark,oakhurst,california,oakhurst,,"40094 Indian Springs Road Oakhurst, CA 93644",37.3334195,-119.6389262,concrete,,,,,,,,,,,,,,
lower bob's,oakland,california,oakland,4,"1822 9th St Oakland, CA 94607",37.8106738,-122.3023189,concrete,,,,,,,This is a DIY skatepark.,,,,,,,
oakland town park,oakland,california,oakland2,4,"1651 Adeline St Oakland, CA 94607",37.8115708,-122.2854256,concrete,grindline,grindline,2008,,,,This skatepark received a revamp in 2015.,,,,,,,
youth uprising skate plaza,oakland,california,oakland3,3,"8711 Macarthur Blvd Oakland, CA 94605",37.7583288,-122.162373,concrete,site design,california skateparks,,Dawn to Dusk,19000,,,,,,,,,
alex road skatepark,oceanside,california,oceanside,4,"Alex Rd & Foussat Rd Oceanside, CA 92058",33.2211188,-117.3447764,concrete,,,2013,,22700,,,,,,,,,
bishop skatepark,oceanside,california,oceanside2,4,"5306 North River Rd, Oceanside, CA 92057",33.256497,-117.2920899,concrete,,grindline,2008,daylight hours,8000,,,,,,,,,
john landes skatepark,oceanside,california,oceanside3,1,"4125 Lewis St Oceanside, CA 92056",33.195719,-117.2861902,concrete,,,2003,daylight hours,,,,,,,,,,
libby lake skatepark,oceanside,california,oceanside4,,"504 Calle Montecito Oceanside, CA 92057",33.2497719,-117.3091005,concrete,,,2003,daylight hours,,,,,,,,,,
martin luther king jr skatepark,oceanside,california,oceanside5,,"4300 Mesa Dr Oceanside, CA 92057",33.2166718,-117.3048127,concrete,,grindline,2008,daylight hours,6000,,,,,,,,,
,ojai,california,ojai,3,"405 E Ojai Ave Ojai, CA 93023",34.4479285,-119.2429221,concrete,site design,california skateparks,2010,,11700,,,,,,,,,"rails, ledges, quarterpipes, bowl, metal coping, pool coping, pyramid"
vans skatepark,orange,california,orange2,,"20 City Blvd West Orange, CA 92861",33.7848294,-117.8935314,concrete,,rcmc california skateparks,,,46000,,,,,,,,,
orange cove skatepark,orange cove,california,orange,,"S Anchor Ave & Parlier Ave Orange Cove, CA 93646",36.610211,-119.3227813,concrete,,site design,,12pm - 8pm,,,,,,,,,,
bedrock skate & bike park,oroville,california,oroville,,"1100 Feather River Blvd Oroville, CA 95965",39.5102578,-121.5697169,concrete,,altman engineering,,,14500,,,,,,,,,
oxnard skatepark,oxnard,california,oxnard,3,3250 S Rose Ave Oxnard Ca,34.1701738,-119.1626026,concrete,wormhoudt inc.,california skateparks,2004,m-th 2-8 f 2-10 sat 10-10 sun 10-8,15000,,,,,,,,,
pacifica skatepark,pacifica,california,pacifica,4,"540 Crespi Dr Pacifica, CA 94044",37.5985483,-122.4995925,concrete,,,2005,"Mon - Sat: 9am - Dusk, Sun: 10:30am - Dusk",14000,,,,,,,,,
p-rod skatepark,pacoima,california,pacoima,,"10731 Laurel Canyon Blvd Pacoima, CA 91331",34.2646533,-118.4390678,concrete,,california skateparks,2009,,,,,,,,,,,
pala skatepark,pala,california,pala,4,"Henderson Rd & Pala Mission Rd Pala, CA 92059",33.3650689,-117.0717365,concrete,california skateparks,california skateparks,2008,"Mon – Fri: 2pm – Dusk, Sat – Sun: 10am – 6:30pm",18000,,This skatepark has designated BMX sessions.,,,,,,,"rails, stairs, bowls, ledges, pool coping, metal coping"
,palm desert,california,palm desert,,Fred Waring Dr & San Pablo Ave Palm Desert Riverside California 92260,33.7287549,-116.382545,concrete,purkiss rose,california skateparks,,6am - 10pm,10000,,,,,,,,,
sunrise plaza skatepark,palm springs,california,palm springs,,"4401 South Pavilion Way Palm Springs, CA 92262",33.8182176,-116.5238286,concrete,,,2003,12pm - 10pm,30000,,,,,,,,,
chris o'leary skatepark,palmdale,california,palmdale,3,"37716 55th St Palmdale, CA 93552",34.5689442,-118.0316912,concrete,,,,6am - 10pm,,,,,yes,,,,,
palmdale skatepark west,palmdale,california,palmdale2,3,"39700 30th St W Palmdale, CA 93551",34.6036659,-118.182041,concrete,,,,10am - 9pm,,,,,yes,,,,,
greer skatepark,palo alto,california,palo alto,,"2860 W Bayshore Rd Palo Alto, CA 94303",37.4415854,-122.1166089,concrete,,,,,,,,,,,,,,
cardenas skate plaza,panorama city,california,panorama city,,"14740 Blythe St Panorama City, CA 91402",34.2151082,-118.4543378,concrete,california skateparks,california skateparks,,,4500,,,,,,,,,
village skatepark,paramount,california,paramount,,"7700 Somerset Ave Paramount, CA 90723",33.8963206,-118.1653671,concrete,,,2001,,,,,,,,,,,
pasadena skatepark,pasadena,california,pasadena,,"45 E Washington Boulevard Pasadena, CA 91101",34.1688766,-118.1495294,concrete,,,,,,,,,,,,,,
,patterson,california,patterson,4,"1033 W Las Palmas Ave Patterson, CA 95363",37.4667373,-121.1419541,concrete,wally hollyday,,2011,,14000,,,,,,,,,
paragon skatepark,perris,california,perris,2,"333 Placentia Ave Perris, CA 92571",33.8226026,-117.2191453,prefabricated ramps,,,,Dawn - Dusk,,,,,,,,,,
petaluma skatepark,petaluma,california,petaluma,,"East Washington St & Fairgrounds Drive Petaluma, CA 94952",38.2429345,-122.6317334,concrete,,,,,,,,,,,,,,
ramp rats skatepark,petaluma,california,petaluma2,,"1004 Lakeville St Petaluma, CA 94952",38.2349535,-122.6214951,concrete,,,,,8000,,,,,,,,,
pico rivera skatepark,pico rivera,california,pico rivera,,"6016 Rosemead Blvd Pico Rivera, CA 90660",33.9909681,-118.0899955,concrete,,,,10-Dusk,10000,,,,,,,,,
piedmont skatepark,piedmont,california,piedmont,,"Moraga Ave & Red Rock Rd Piedmont, CA 94618",37.8306503,-122.2287981,concrete,,,,,,,,,,,,,,
,placerville,california,placerville,3,"216 Armory Rd Placerville, CA 95667",38.725926,-120.8346794,concrete,site design,california skateparks,,,18500,,,,,,,,,
pleasanton skatepark,pleasanton,california,pleasanton,,"Hopyard Road & Parkside Drive Pleasanton, CA 94588",37.6778575,-121.8999611,concrete,,,,,,,,,,,,,,
pleasanton skatepark #2,pleasanton,california,pleasanton2,,"Stoneridge Dr & Johnson Dr Pleasanton, CA 94566",37.6902831,-121.9146927,concrete,,,,,18000,,,,,,,,,
nike/la84 skate plaze,pocoima,california,pocoima,,10731 Laurel Canyon Blvd Pocoima Ca,34.2646533,-118.4390678,concrete,california skateparks/lance mountain,california skateparks,,,12000,,,,,,,,,
martin luther king skatepark,pomona,california,pomona,,"E Lexington & White Ave Pomona, CA 91766",34.0367099,-117.758126,concrete,purkiss rose,california skateparks,,,11000,,,,,,,,,
palomares skatepark,pomona,california,pomona2,,"499 E Arrow Hwy Pomona, CA 91767",34.0900869,-117.7424914,concrete,,,,,,,,,,,,,,
,porterville,california,porterville,,"1501 West Henderson Ave Porterville, CA 93257",36.0802919,-119.050857,concrete,site design,california skateparks,,,15000,,,,,,,,,
poway skatepark,poway,california,poway,4,"13090 Civic Center Dr Poway, CA 92064",32.9547582,-117.0461891,concrete,wormhoudt inc.,california skateparks,2003,8am - 9:30pm,14400,,,,,,,,,
,quincy,california,quincy,3,"1304 Pioneer Rd Quincy, CA 95971",39.9364868,-120.9139316,concrete,,,2003,9am - Dusk,11000,,,,,,,,,
mathers skate plaza,rancho cordova,california,rancho cordova,,"3755 Schriever Ave Rancho Cordova, CA 95655",38.5712502,-121.3017144,concrete,site design,california skateparks,,,10000,,,,,,,,,
,rancho cuamonga,california,rancho cuamonga,2,"7730 Spruce Ave Rancho Cucamonga, CA 91730",34.1129182,-117.5679012,concrete,purkiss-rose,,,8am - Dusk,9000,,,,,,,,,
,rancho santa margarita,california,rancho santa margarita,3,"24328 Antonio Pkwy Rancho Santa Margarita, CA 92688",33.6097743,-117.6161438,concrete,,,,Dawn - Dusk,,,,,,,,,,
,red bluff,california,red bluff,3,"700 Diamond Ave Red Bluff, CA 96080",40.160955,-122.2250852,concrete,,,,8am - Dusk,,,,,,,,,,
,redding,california,redding,3,"12 Quartz Hill Rd Redding, CA 96003",40.5953345,-122.3952609,concrete,,,,,,,,,,,,,,
phil shao memorial skatepark,redwood city,california,redwood city,3,"Red Morton Rd & Valota Rd Redwood City, CA 94061",37.4655433,-122.2341626,concrete,,,,Dawn - Dusk,,,,,,,,,,"bowl, ledges"
fergusson skatepark,rialto,california,rialto,4,"2474 W Casa Grande Dr Rialto, CA 92377",34.1578249,-117.4218771,concrete,spohn ranch,spohn ranch,2012,,16000,,,,,,,,,"pole jam, quarterpipe, bowl, pool coping, metal coping, stairs, ledges, rails, euro-gap"
rialto skatepark,rialto,california,rialto2,3,"201 N Willow Ave Rialto, CA 92376",34.102419,-117.3747019,concrete,,,,,,,,,,,,,,"stairs, rails, ledges, manual pad, quarterpipes, pyramid, hips, metal coping"
nicholl skatepark,richmond,california,richmond,3,"3230 Macdonald Ave Richmond, CA 94804",37.933754,-122.338336,concrete,pillar design studios,,2009,,10000,,,,,,,,,"quarterpipe, pyramid, ledges, rails, mini-ramp, metal coping"
,ridgecrest,california,ridgecrest,3,"French Ave & La Mirage Ln Ridgecrest, CA 93555",35.6285466,-117.6649046,concrete,,,,,,,,,,,,,,"quarterpipe, rails, stairs, hips, pyramid, ledges, bowl, metal coping"
,rio vista,california,rio vista,1,"Industrial Ct & Poppy House Rd Rio Vista, CA 94571",38.1687361,-121.6878201,prefabricated ramps,,,,,,,,,,,,,,
curt pernice skatepark,ripon,california,ripon,4,"1350 Hughes Ln Ripon, CA 95366",37.7422656,-121.1374062,concrete,team pain,team pain,2001,Dawn - Dusk,,,,,,,,,,"quarterpipes, hips, pyramid, spine, metal coping"
,riverbank,california,riverbank,3,"1St St & Santa Fe Ave Riverbank, CA 95367",37.7360213,-120.9389679,concrete,,,,Dawn - Dusk,,,,,,,,,,"stairs, rails, quarterpipes, pyramid, ledges, bowl, metal coping"
bobby bonds skatepark,riverside,california,riverside,2,"11th St And Douglass Ave, Riverside, CA",33.9727537,-117.3549271,prefabricated ramps,,,,,,,,,yes,,,,,"mini-ramp, pyramid, stairs, rails, ledges, picnic table, manual pad"
hunt park,riverside,california,riverside2,3,"4015 Jackson St Riverside, CA 92503",33.9287556,-117.4402862,concrete,,,,7am - 9pm,,,,,yes,,,,,"pyramid, stairs, rails, ledges, mini ramp"
jurupa skatepark,riverside (jurupa),california,riverside (jurupa),3,"4810 Pedley Rd Riverside, CA 92509",34.0016057,-117.473873,concrete,lawrence r moss & associates,california skateparks,,8am - 10pm,16000,,,,yes,,,,,"rails, pyramid, stairs, ledges, bowl, metal coping"
,rocklin,california,rocklin,3,"Farron St & C St Tocklin, CA 95677",38.7901872,-121.2433991,concrete,wormhoudt inc.,wormhoudt inc.,1999,Dawn - One hour after Dusk,8000,,,,,,,,,"rails, ledges, quarterpipes, pyramid"
maidu skatepark,roseville,california,roseville,2,"Maidu Dr & Rocky Ridge Dr Roseville, CA 95661",38.7348058,-121.2537723,concrete & prefabricated ramps,,,,,,check to see if this thing still exists,,,,,,,,"pyramud, rails, ledges"
28th & b skatepark,sacramento,california,sacramento,3,"28Th St & B St Sacramento, CA 95816",38.5826228,-121.4654039,wood/masonite,,,,,,,This is an indoor skatepark that costs money to skate.,,,,,,,"bowl, quarterpipes, fun box, rails, metal coping"
robertson skatepark,sacramento,california,sacramento10,2,"Silver Eagle Rd & Norwood Ave Sacramento, CA 95838",38.6301117,-121.4569139,prefabricated ramps,,,,,,,,,,,,,,"rails, pyramid, mini-ramp"
robla community skatepark,sacramento,california,sacramento11,2,"625 Bell Ave Sacramento, CA 95838",38.64856,-121.451711,prefabricated ramps,,,,,,,,,,,,,,"quarterpipe, pyramid, ledge"
warren skatepark,sacramento,california,sacramento12,2,"7420 Vandenberg Dr Sacramento, CA 95820",38.527414,-121.417621,prefabricated ramps,,,,,,,,,,,,,,"pyramid, quarterpipes, rails ledge, mini ramp"
wild rose skatepark,sacramento,california,sacramento13,,"5200 Kankakee Dr Sacramento, CA 95835",38.669016,-121.52579,concrete,wormhodt,,2014,,,its new check back for deets,,,,,,,,snakerun
winner's circle skatepark,sacramento,california,sacramento14,2,"2415 Evergreen St Sacramento, CA 95815",38.609793,-121.444467,prefabricated ramps,,,,,,,,,,,,,,quarterpipes
granite skatepark,sacramento,california,sacramento2,4,"E Cucamonga Ave Sacramento, CA 95814",38.5447748,-121.408189,concrete,california skateparks/wally hollyday,california skateparks/wally hollyday,,,50000,,,,,,,,,
mcclatchy skatepark,sacramento,california,sacramento3,3,"3500 th Ave Sacramento, CA 95817",38.5500434,-121.4599012,concrete,spohn ranch,spohn ranch,2014,,7000,,,,,,,,,"rails, ledges, quarterpipes"
tanzanite skatepark,sacramento,california,sacramento4,3,"Tanzanite Ave & Blisted Way Sacramento, CA 95834",38.6332674,-121.5116648,concrete,wally hollyday,wally hollyday,2006,,16000,,,,,,,,,"rails, stairs, ledges, bowls"
baer skatepark,sacramento,california,sacramento5,2,"7851 35th Ave Sacramento, CA 95824",38.52172,-121.413108,prefabricated ramps,,,,,,,,,,,,,,"quarterpipes, pyramid, ledge"
artivio guerrero park,sacramento,california,sacramento6,2,"6000 61st St Sacramento, CA 95824",38.517303,-121.433986,concrete,spohn ranch,spohn ranch,2014,,3000,,,,,,,,,"curved rails, ledges, manual pad, quarterpipe"
orchard skatepark,sacramento,california,sacramento7,2,"2936 W River Dr Sacramento, CA 95833",38.611858,-121.525216,prefabricated ramps,,,,,,,,,,,,,,"mini-ramp, pyramid"
regency community skatepark,sacramento,california,sacramento8,2,"5500 Honor Pkwy Sacramento, CA 95835",38.6746777,-121.5030382,prefabricated ramps,,,,,,,,,,,,,,"mini-ramp, pyramid"
reichmuth skatepark,sacramento,california,sacramento9,2,"6135 Gloria Dr Sacramento, CA 95831",38.513673,-121.516542,prefabricated ramps,,,,,,,,,,,,,,"mini-ramp, pyramid"
,salinas,california,salinas,2,"704 Las Casitas Dr Salinas, CA 93906",36.6978536,-121.612341,concrete,wormhoudt inc.,wormhoudt inc.,1999,,15000,,,,,,,,,"quarterpipe, pyramid, rail, ledge"
blair skatepark,san bernardino,california,san bernardino,3,"1424 W Marshall Blvd San Bernardino, CA 92405",34.150008,-117.316463,concrete,,,,,,,,,,,,,,"bowl, stairs, ledge, rails, pyramid, quarterpipe"
speicher park,san bernardino,california,san bernardino2,1,"1535 Arden Ave San Bernardino, CA 92404",34.127569,-117.23374,prefabricated ramps,,,,,,,,,,,,,,
society indoor skatepark,san carlos,california,san carlos,2,"850 E San Carlos Ave San Carlos, CA 94070",37.5116669,-122.2555354,wood/masonite,,,,Designated session times. Check website for details,,,This is a private skatepark.  It may cost money to skate and a helmet/pads are required,,,,,,,"mini ramp, pyramid, ledges, quarterpipes, metal coping"
,san clemente,california,san clemente3,3,"241 Avenida La Pata San Clemente, CA 92673",33.444016,-117.58323,concrete,,,,Dawn - Dusk,,,,,,,,,,"quarterpipe, rails, pyramid, ledges, metal coping"
tierrasanta damato skatepark,san diego,california,san diego10,2,"4580 Shields St San Diego, CA 92124",32.8182163,-117.1101429,concrete,,,,,,,,,,,,,,"stairs, quarterpipes, ledges"
carmel valley skatepark,san diego,california,san diego2,4,"12778 El Camino Real Carmel Valley San Diego, CA 92130",32.9480454,-117.2370352,concrete,site deisgn,,2008,10am - 8pm,13500,,,,yes,,,,,"ledges, stairs, rail, bowl, quarterpipes, banks, metal coping, pool coping"
campland on the bay skatepark,san diego,california,san diego3,3,"2211 Pacific Beach Dr San Diego, CA 92109",32.796177,-117.2245362,concrete,,,,,,,,,,,,,,
salvation army kroc center skatepark,san diego,california,san diego5,3,"6845 University Ave San Diego, CA 92115",32.7545327,-117.0497566,wood/masonite,,,,,,,"This is a private, indoor skatepark. It costs money to skate and a helmet/pads are required.",,,,,,,
memorial skatepark,san diego,california,san diego6,3,"702 S 30th St San Diego, CA 92113",32.698301,-117.129513,concrete,,,,,,,,,,,,,,"quarterpipes, bowl, metal coping, pool coping"
rancho penasquitos,san diego,california,san diego7,2,"Carmel Mountain Rd & Freedport Rd San Diego, CA 92129",32.9608531,-117.1107805,concrete,,,,,23000,,,,,,,,,"hips, ledges, pyramids, stairs, rails, quarterpipes, spine, picnic table, metal coping"
washington street,san diego,california,san diego8,5,"W Washington St & Frontage Rd San Diego, CA 92101",32.7408967,-117.1839805,concrete,,,,,,,This is a DIY skatepark,,,,,,,
ocean beach skatepark,san diego,california,san diego9,3,"Sunset Cliffs Blvd & Ocean Beach Fwy San Diego, CA 92107",32.7559368,-117.2353181,concrete,site design,,2000,,,,,,,,,,,"ledges, banks, hips, rails, quarterpipes, metal coping, pyramids"
mission valley ymca,san diego (clairemont),california,san diego,4,"3401 Clairemont Dr San Diego, CA 92117",32.8041509,-117.1982582,concrete & wood/masonite,wally holliday/california skateparks/andy mcdonald,california skateparks,2001,Designated session times. Check with YMCA for details,53000,,This is a private skatepark.  It costs money to skate and a helmet/pads are required  ,,,,,,,"bowls, vert ramp, quarterpipes, rails, ledges, metal coping, pool coping"
charles l lewiss iii memorial skatepark,san diego (paradise hills),california,san diego4,3,"6759 Paradise Valley Rd San Diego, CA 92139",32.6878824,-117.0497899,prefabricated ramps,,,,,,,This is a private skatepark available only to those staying at the campground,,,,,,,"mini-ramp, ledges, pyramids, rails, quarterpipes, metal coping"
,san dimas,california,san dimas,2,W Commercial St & S Cataract Ave San Dimas Ca,34.1046004,-117.8114657,concrete,purkiss rose,california skateparks,,7am - Dusk,8500,,,,,,,,,"pyramid, ledges, rails, quarterpipe, spine, bowl, metal coping, euro gap"
balboa skatepark,san francisco,california,san francisco,3,"Ocean Ave & San Jose Ave San Francisco, CA 94112",37.7229128,-122.4447991,wood/masonite,,,2012,,,,,,,,,,,"bowl, hips, quarterpipes, rail, ledges"
crocker amazon,san francisco,california,san francisco2,3,"1700 Geneva Ave San Francisco, CA 94134",37.710956,-122.427102,concrete,,,,,,,,,,,,,,"pyramid, bowl, ledges, metal coping"
flower shop,san francisco,california,san francisco3,4,Locals Only,0,0,concrete,,,,,,,This is a DIY skatepark,,,,,,,
potrero del sol skatepark,san francisco,california,san francisco4,4,"1361 Potrero Ave San Francisco, CA 94110",37.750415,-122.405299,concrete,dreamland,dreamland,2009,lights til 9pm,16000,,,,yes,,,,,"bowl, pyramid, quarterpipes, tombstone, rail, ledges, euro-gap, noping, metal coping, pool coping"
soma skatepark,san francisco,california,san francisco5,4,"Duboce Ave & Stevenson St San Francisco, CA 94103",37.7698921,-122.4216118,concrete,new line,"trinet construction, inc.",2014,9am - 9pm,,,,,yes,,,,,"rails, ledges, stairs, pyramid, quarterpipes, banks, metal coping"
great oaks,san jose,california,san jose,2,"Snow Dr & Battle Dance St San Jose, CA 95111",37.2672946,-121.8066593,concrete,,,,,,,,,,,,,,"rails, ledges, pyramid, quarterpipes, fun box, stairs, metal coping"
lake cunningham regional skatepark,san jose,california,san jose2,4,"2305 S White Rd San Jose, CA 95148",37.3358835,-121.8015693,concrete,wormhoudt inc.,california skateparks,2008,,67000,,This skatepark costs money to skate and a helmet/pads are required,,,,,,,"bowls, fullpipe, cradle, pyramids, rails, wallride, rails, stairs, euro-gap, ledges, metal coping, pool coping"
mayfair park,san jose,california,san jose3,3,2039 Kammerer Ave San Jose Ca95116,37.3514114,-121.8439205,concrete,site design,,,Dawn - Dusk,10000,,,,,,,,,"stairs, ledges, rails, pyramids, wallride, fun box, quarterpipes, metal coping"
plata arroyo,san jose,california,san jose4,2,"168 N King Rd San Jose, CA 95116",37.3564135,-121.8591604,concrete,,,,,,,,,,,,,,"stairs, rails, ledges, pyramids, bowls, quarterpipes, metal coping"
roosevelt park,san jose,california,san jose5,3,"N 21st St & N 20th St San Jose, CA 95116",37.3466087,-121.8713702,concrete,,,,,,,,,,,,,,"bowl, ledges, stairs, quarterpipes, euro gap, pool coping, metal coping"
stonegate park,san jose,california,san jose6,3,"Apollo Dr & Gassmann Dr San Jose, CA 95121",37.3081511,-121.8367984,concrete,,,,,,,,,,,,,,"quarteripes, pyramid, rail, ledges, metal coping"
thrasher park,san leandro,california,san leandro,2,"W Estudio Ave & Orchard Ave San Leandro, CA 94577",37.7212045,-122.1652497,concrete,,,,,,,,,,,,,,"quarteripes, pyramid, ledge, metal coping"
jack holland sr. park,san leandro,california,san leandro2,2,"E 14th St & 163rd Ave San Leandro, CA 94578",37.6960341,-122.1154071,concrete,,,2011,,,,,,,,,,,"ledges, stairs, rail, bank, pyramid"
arroyo skate park,san lorenzo,california,san lorenzo,2,"Nielson Ave & Devonwood Way San Lorenzo, CA 94580",37.677977,-122.1397471,prefabricated ramps,,,,,,,,,,,,,,"quarterpipe, stairs, pyramid rails"
santa rosa skatepark,san luis obispo,california,san luis obispo,4,"Montalban St & Oak St San Luis Obispo, CA 93405",35.2891031,-120.6635723,concrete,wormhoudt inc.,,2015,,15000,,,,,,,,,"pyramid, banks, stairs, rails, ledges, bowls, metal coping, pool coping"
hollandia park,san marcos,california,san marcos,2,"1 Mission Hills Ct San Marcos, CA 92069",33.1448238,-117.1432114,concrete & prefabricated ramps,,,,,,,,,yes,,,,,"pyramid, rails, ledges, quarterpipes, metal coping"
,san mateo,california,san mateo,2,"950 Ocean View San Mateo, CA 94401",37.5691972,-122.3036542,concrete,,,,,,,,,,,,,,"ledges, rails, fun box"
channel street,san pedro,california,san pedro,4,"610 W Channel St San Pedro, CA 90731",33.7539797,-118.2909014,concrete,,,2004,Dawn - Dusk,,,This is a DIY skatepark,,,,,,,"bowls, pool coping, metal coping"
mcinnis skatepark,san rafael,california,san rafael,3,"285 Smith Ranch Rd San Rafael, CA 94903",38.0205898,-122.5248705,concrete,kevin j. thatcher,ghilotti bros.,2004,9am - Dusk,25000,cost $1.6 million,,,,,,,,"bowls, wallrides, rails, ledges, stairs, metal coping"
,san ramon,california,san ramon,,"Bollinger Canyon Rd & Market Pl San Ramon, CA 94583",37.7644105,-121.9540139,concrete,purkiss rose,,,,,,,,,,,,,
,sanger,california,sanger,,"Recreation Ave & 7th St Sanger, CA 93657",36.7075837,-119.5477338,concrete,wormhoudt inc.,,2010,,20000,,,,,,,,,
santa ana skatepark,santa ana,california,santa ana,,"3000 W Edinger Ave Santa Ana, CA 92704",33.7260294,-117.9099205,concrete,,,,7am - Dusk,,,,,,,,,,
skaters point skatepark,santa barbara,california,santa barbara,3,"138 E Cabrillo Blvd Santa Barbara, CA 93101",34.414201,-119.6869372,concrete,,,2000,8am - Dusk,14600,,,,,,,,,
,santa clarita,california,santa clarita,3,"20850 Centre Pointe Pkwy Santa Clarita, CA 91350",34.4131522,-118.4997555,concrete,site design,california skateparks,,,40000,,"BMX bike riding is allowed here. As a result, much of the coping on the quarterpipes is damaged.",,,,,,,
derby park,santa cruz,california,santa cruz,4,"508 Woodland Way Santa Cruz, CA 95608",36.9533691,-122.0527881,concrete,ken wormhoudt inc.,,1976,Dawn - Dusk,4000,,,,,,,,,
mike fox park skatepark,santa cruz,california,santa cruz2,4,"225 San Lorenzo Blvd Santa Cruz, CA 95060",36.9690189,-122.0205906,concrete,wormhoudt inc.,wormhoudt inc.,2007,9am - Dusk,15000,,,,,,,,,
fletcher park,santa maria,california,santa maria,2,"2200 S College Dr Santa Maria, CA 93455",34.920586,-120.424328,prefabricated ramps,,,,,,,,,,,,,,"miniramp, rails, pyramid, quarterpipes, metal coping"
ymca,santa maria,california,santa maria2,2,"3400 Skyway Dr Santa Maria, CA 93455",34.8982407,-120.4432925,prefabricated ramps,,,,,,,This is a private skatepark that costs money to skate and requires a helmet/pads. There are designated session times.,,,,,,,"miniramp, quarterpipes, pyramid, ledges, rails, stairs, metal coping"
one way board shop,santa maria,california,santa maria3,3,"250 Town Center E Santa Maria, CA 93454",34.9521208,-120.4334876,indoor ramps,,,2013,,,,"This is a private, indoor skatepark.  It costs money to skate and a helmet/pads are required.",,,,,,,
,santa monica,california,santa monica,,"1401 Olympic Blvd, CA 90404",34.0199342,-118.4805977,concrete,california skateparks,california skateparks,2005,,20000,,,,,,,,,
,santa paula,california,santa paula,3,"114 S 10th St Santa Paula, CA 93060",34.3532836,-119.0599676,concrete,,,,,,,,,,,,,,"pyramid, bowl, quarterpipes, ledges, rails, stairs, metal coping, pool coping"
,santa rosa,california,santa rosa,2,"1500 Fulton Rd Santa Rosa, CA 95403",38.461352,-122.771384,concrete,,,,,,,,,,,,,,
,santee,california,santee,3,"10250 Woodglen Vista Dr Santee, CA 92071",32.8659438,-116.9747024,concrete,,,,This skatepark has odd hours with designated BMX sessions.  Check with the city for details.,,,,,,,,,,"rails, ledges, stairs, quarterpipes, pyramid, metal coping"
tim brauch memorial skatepark,scotts valley,california,scotts valley,4,361 Kings Village Rd Scotts Valley 95066,37.0508899,-122.0311637,concrete,wormhoudt inc.,wormhoudt inc.,2004,7am - Dusk,20000,,,,,,,,,"bowl, ledges, rail, pyramid, banks, pool coping, metal coping"
