skatepark_id,city,state,address,latitude,longitude
630,lynnwood,washington,"7309 Olympic View Dr, Lynnwood, WA 98037",47.830247,-122.333196
631,lynnwood,washington,"340 146th St SW, Lynnwood, WA 98087",47.865083,-122.237287
632,maple valley,washington,"22010 SE 248th St, Maple Valley, WA 98038",47.380098,-122.046882
633,marysville,washington,"1037 Columbia Ave, Marysville, WA 98270",48.059036,-122.174392
634,marysville (tulalip),washington,"6710 Totem Beach Rd, Marysville, WA 98271",48.055482,-122.271968
635,mercer island,washington,"7706 SE 34th St, Mercer Island, WA 98040",47.58088,-122.235613
636,mill creek,washington,"13903 N Creek Dr, Mill Creek, WA 98012",47.871901,-122.217801
637,milton,washington,"Milton Way & 23rd Ave, Milton, WA 98354",47.249898,-122.304653
638,monroe,washington,"Fryelands Bvld & Wales St SE, Monroe WA 98272",47.863103,-122.0097
639,morton,washington,"480 West Main Ave, Morton, WA 98356",46.558636,-122.280279
640,moses lake,washington,"414 W 4th Ave, Moses Lake, WA 98837",47.127226,-119.282014
641,mount vernon,washington," 3301 E Fir St, Mt Vernon, WA 98273",48.43108,-122.29751
642,mukilteo,washington,"10601 47th Place W, Mukilteo, WA 98275",47.901844,-122.294871
643,newport,washington,"1199 1st st, Newport, WA 99156",48.180593,-117.054386
644,north bend,washington,"712 E North Bend Way, North Bend, WA 98045",47.491892,-121.777467
645,oak harbor,washington,"N Princeton St & Intruder St, Oak Harbor, WA 98278",48.340699,-122.676006
646,oak harbor,washington,"224 SE Jerome St, Oak Harbor, WA 98277",48.296905,-122.647212
647,olympia,washington,"587 Cooper Point Rd SW, Olympia, WA 98502",47.044339,-122.941534
648,omak,washington,"Omak Ave & Columbia St, Omak, WA 98841",48.41028,-119.52129
649,orcas island,washington,"600 Mt Baker Rd, Eastsound, WA 98245",48.702263,-122.898509
650,port angeles,washington,"280 S Race St, Port Angeles, WA 98362",48.111666,-123.420718
651,port orchard,washington,"1739 Village Ln SE, Port Orchard, WA 98366",47.532191,-122.595464
652,port orchard,washington,"2601 SE Lund Ave, Port Orchard, WA 98366",47.519818,-122.615214
653,port townsend,washington,"Monroe St & Jefferson St, Port Townsend, WA 98368",48.117398,-122.753209
654,poulsbo,washington,"18131 Caldart Ave NE, Poulsbo, WA 98370",47.729758,-122.628432
655,poulsbo,washington,"12500 Camp Ct NW, Poulsbo, WA 98370",47.677903,-122.660475
656,prosser,washington,"926 S Kinney Way, Prosser, WA 99354",46.199107,-119.775463
657,pullman,washington,"325 NE Spring St, Pullman, WA 99163",46.729104,-117.171934
658,puyallup,washington,"1299 4th St NW, Puyallup, WA 98371",47.202278,-122.29789
659,quincy,washington,"724 Rd 10 NW, Quincy, WA 98848",47.233089,-119.8373
660,raymond,washington,"8th St & Franklin St, Raymond, WA 98577",46.68941,-123.726942
661,redmond,washington,"8466 161st Ave, Redmond, WA 98052",47.677109,-122.124771
662,renton,washington,"111 Houser Way N, Renton, WA 98057",47.481673,-122.200145
663,richland,washington,"1175 Carondelet Dr, Richland, WA 99354",46.284315,-119.28114
664,ridgefield,washington,"Simons St & N 3rd Ave, Ridgefield, WA 98642",45.816138,-122.745375
665,sammamish,washington,"801 228th Ave SE, Sammamish, WA 98075",47.600683,-122.035899
666,seatac,washington,"13664 22nd Ave S, SeaTac, WA 98168",47.480901,-122.305222
667,seatac,washington,"4700 S 187th Pl, SeaTac, WA 98188",47.435082,-122.275549
668,seattle,washington,"5701 22nd Ave NW, Seattle, WA 98107",47.670488,-122.385645
669,seattle,washington,"9210 29th Ave SW, Seattle, WA 98126",47.520674,-122.369436
670,seattle,washington,"195 Thomas St, Seattle, WA 98109",47.621149,-122.35311
671,seattle,washington,"11138 3rd Ave NE, Seattle, WA 98125",47.709821,-122.325519
672,seattle,washington,"9320 38th Ave S, Seattle, WA 98118",47.519366,-122.284311
673,seattle,washington,"9249 13th Ave NW, Seattle, WA 98117",47.696681,-122.37296
674,seattle,washington," 7700 25th Ave NE, Seattle, WA 98115",47.684708,-122.299273
675,seattle,washington,"2410 SW Genesee St, Seattle, WA 98116",47.564498,-122.363996
676,seattle,washington,"3601 Beacon Ave S, Seattle, WA 98144",47.569285,-122.309129
677,seattle,washington,"2155 S Judkins St, Seattle, WA 98144",47.591645,-122.304091
678,seattle,washington,"5301 Green Lake Way N, Seattle, WA 98103",47.667777,-122.342235
679,seattle,washington,"1 S Hanford St, Seattle, WA 98134",47.575793,-122.339605
680,seattle,washington,"748 S Cloverdale St, Seattle, WA 98108",47.526818,-122.323802
681,sedro woolley,washington,"326 Murdock St, Sedro-Woolley, WA 98284",48.509189,-122.237172
682,selah,washington,"300 E Goodlander Rd, Selah, WA 98942",46.662012,-120.52389
683,sequim,washington,"100 S Blake Ave, Sequim, WA 98382",48.080017,-123.084588
684,shelton,washington," 100 E Wallace Kneeland Blvd, Shelton, WA 98584",47.232545,-123.123789
685,shoreline,washington,"15499 10th Ave NE, Shoreline, WA 98155",47.741045,-122.319349
686,silverdale,washington,"11601 Silverdale Way NW, Silverdale, WA 98383",47.668563,-122.681261
687,snohomish,washington,"246 Pine Ave, Snohomish, WA 98290",47.913487,-122.086449
688,soap lake,washington,"424 2nd Ave NE, Soap Lake, WA 98851",47.390936,-119.483581
689,spokane,washington,"6139 N Market St, Spokane, WA 99208",47.713667,-117.365405
690,spokane,washington,"5701 N Assembly St, Spokane, WA 99205",47.71008,-117.477622
691,spokane,washington,"W 4th Ave & S McClellan St, Spokane, WA 99201",47.652967,-117.41498
692,spokane valley,washington,"2421 N Discovery Pl, Spokane Valley, WA 99216",47.679617,-117.227373
693,stanwood,washington,"9800 276th St NW, Stanwood, WA 98292",48.246197,-122.361091
694,sumner,washington,"5604 Graham Ave, Sumner, WA 98390",47.205733,-122.226059
695,tacoma,washington,"4624 Nassau Ave NE, Tacoma, WA 98422",47.300681,-122.40331
696,tacoma,washington,"460 E 56th St, Tacoma, WA 98404",47.205903,-122.424462
697,tacoma,washington,"151 S 4th St, Tacoma, WA 98402",47.261741,-122.439642
698,tacoma,washington,"5301 N 23rd St, Tacoma, WA 98407",47.269463,-122.508343
699,tacoma (spanaway),washington,"14824 C St S, Tacoma, WA 98444",47.123555,-122.437954
700,toledo,washington,"598 S 6th St, Toledo, WA 98591",46.436939,-122.85253
701,tonasket,washington,"98 5 West Railroad Ave, Tonasket, WA 98855",48.703223,-119.447593
702,tukwila,washington,"12424 42nd Ave S, Seattle, WA 98168",47.49196,-122.277645
703,university place,washington,"7454 Cirque Dr W, University Place, WA 98467",47.21322,-122.534532
704,vancouver,washington,"1501 NE 164th Ave, Vancouver, WA 98684",45.634433,-122.50266
705,vancouver,washington,"2401 E 4th Plain Blvd, Vancouver, WA 98661",45.636978,-122.645454
706,vancouver,washington,"2701 NE Four Seasons Ln, Vancouver, WA 98684",45.640916,-122.551459
707,vancouver,washington,"514 SE 155th Ave, Vancouver WA",45.617413,-122.514637
708,vashon,washington,"10500 SW 228th St, Vashon, WA 98070",47.400843,-122.46844
709,walla walla,washington,"400 N Tausick Way, Walla Walla, WA 99362",46.073533,-118.286429
710,walla walla,washington,"1898 Dalles Military Rd, Walla Walla, WA 99362",46.045119,-118.364616
711,wenatchee,washington,"323 Fuller St, Wenatchee, WA 98801",47.412386,-120.320387
712,wenatchee,washington,"246 N Wenatchee Ave, Wenatchee, WA 98801",47.428573,-120.315194
713,wilkeson,washington,"22209 163rd St E, Wilkeson, WA 98396",47.108034,-122.049013
714,wilson creek,washington,"303 Railroad St, Wilson Creek, WA 98860",47.422442,-119.122404
715,winlock,washington,"214 NW King Rd, Winlock, WA 98596",46.494703,-122.941949
716,woodinville,washington,"19602 136th Ave NE, Woodinville, WA 98072",47.769257,-122.157546
717,woodland,washington,"Park Rd & Lakeshore Dr, Woodland, WA 98674",45.901882,-122.741148
718,yakima,washington,"3908 River Rd, Yakima, WA 98902",46.615921,-120.560706
719,yakima,washington,"1152 E Maple St, Yakima, WA 98901",46.599858,-120.487336
720,yelm,washington,"300 2nd St SE, Yelm, WA 98597",46.940111,-122.607449
